,budget,Action,Adventure,Crime,Science Fiction,Thriller,Animation,Fantasy,Family,Drama,Comedy,Mystery,Western,Romance,History,Horror,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,,release_year,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,query,trailer_id,youtube_link,release_date,views 1 month before,likes,dislikes,minutes,seconds,duration
10,150000000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.madmaxmovie.com/,76341,"[{""id"": 2964, ""name"": ""future""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5657, ""name"": ""australia""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 155499, ""name"": ""convoy""}, {""id"": 190954, ""name"": ""peak oil""}, {""id"": 212516, ""name"": ""dark future""}]",en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",434.278564,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Kennedy Miller Productions"", ""id"": 2537}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,378858340,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",What a Lovely Day.,Mad Max: Fury Road,7.2,9427,Mad Max: Fury Road 2015 trailer,hEJnMQG9ev8,https://www.youtube.com/watch?v=hEJnMQG9ev8,5/13/2015,5334843,25935,1386,2,31,151
11,150000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.missionimpossible.com,177677,"[{""id"": 212, ""name"": ""london england""}, {""id"": 470, ""name"": ""spy""}, {""id"": 1201, ""name"": ""austria""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 160852, ""name"": ""vienna opera""}, {""id"": 233055, ""name"": ""vienna""}]",en,Mission: Impossible - Rogue Nation,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",114.522237,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""China Movie Channel"", ""id"": 11413}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""TC Productions"", ""id"": 21777}, {""name"": ""Alibaba Pictures Group"", ""id"": 69484}, {""name"": ""Odin"", ""id"": 69485}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,682330139,131,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Desperate Times. Desperate Measures.,Mission: Impossible - Rogue Nation,7.1,3224,Mission: Impossible - Rogue Nation 2015 trailer,gOW_azQbOjw,https://www.youtube.com/watch?v=gOW_azQbOjw,7/23/2015,7906177,19388,702,2,41,161
12,150000000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",,266647,"[{""id"": 334, ""name"": ""flying""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 4332, ""name"": ""peter pan""}, {""id"": 5938, ""name"": ""mermaid""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 170362, ""name"": ""fantasy world""}]",en,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",48.03528,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Berlanti Productions"", ""id"": 27711}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,128388320,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Every legend has a beginning.,Pan,5.9,954,Pan 2015 trailer,UHl8F60t-ss,https://www.youtube.com/watch?v=UHl8F60t-ss,9/24/2015,5494445,25137,1022,2,25,145
13,135000000,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.foxmovies.com/movies/the-revenant,281957,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 570, ""name"": ""rape""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 2522, ""name"": ""grizzly bear""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 9454, ""name"": ""frontier""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 157164, ""name"": ""animal death""}, {""id"": 158175, ""name"": ""bear attack""}, {""id"": 159138, ""name"": ""death of son""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 194976, ""name"": ""fur trapper""}]",en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",100.635882,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""CatchPlay"", ""id"": 8870}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Hong Kong Alpha Motion Pictures Co."", ""id"": 13796}, {""name"": ""RatPac Entertainment"", ""id"": 28732}, {""name"": ""M Productions"", ""id"": 52660}, {""name"": ""Monarchy Enterprises S.a.r.l."", ""id"": 77845}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""TW"", ""name"": ""Taiwan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,532950503,156,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]","(n. One who has returned, as if from the dead.)",The Revenant,7.3,6396,The Revenant 2015 trailer,LoebZZ8K5N0,https://www.youtube.com/watch?v=LoebZZ8K5N0,12/25/2015,6743572,17212,365,2,47,167
14,130000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",http://marvel.com/movies/movie/180/ant-man,102899,"[{""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 209714, ""name"": ""3d""}]",en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",120.09361,"[{""name"": ""Marvel Studios"", ""id"": 420}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,519311965,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Heroes don't get any bigger.,Ant-Man,7,5880,Ant-Man 2015 trailer,pWdKf3MneyI,https://www.youtube.com/watch?v=pWdKf3MneyI,7/14/2015,12571060,74506,2385,2,29,149
15,135000000,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",http://www.meettheboov.com/,228161,"[{""id"": 6054, ""name"": ""friendship""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 197194, ""name"": ""alien friendship""}, {""id"": 235972, ""name"": ""awful leader""}, {""id"": 235974, ""name"": ""taking resposibility""}]",en,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there‚Äôs a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",63.473086,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,368871007,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Worlds Collide,Home,6.8,1519,Home 2015 trailer,MyqZf8LiWvM,https://www.youtube.com/watch?v=MyqZf8LiWvM,3/18/2015,2837447,11408,493,2,30,150
16,120000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.fantasticfourmovie.com/,166424,"[{""id"": 3822, ""name"": ""teleportation""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 5086, ""name"": ""telekinesis""}, {""id"": 7939, ""name"": ""portal""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 155030, ""name"": ""superhero team""}, {""id"": 160117, ""name"": ""fantastic four""}, {""id"": 191564, ""name"": ""body horror""}, {""id"": 205731, ""name"": ""invisible woman""}]",en,Fantastic Four,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",38.126095,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Constantin Film."", ""id"": 9078}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,167977596,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Change is coming.,Fantastic Four,4.4,2278,Fantastic Four 2015 trailer,_rRoD28-WgU,https://www.youtube.com/watch?v=_rRoD28-WgU,8/5/2015,9490777,36787,5492,2,55,175
17,110000000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.sanandreasmovie.com/,254128,"[{""id"": 387, ""name"": ""california""}, {""id"": 3521, ""name"": ""earthquake""}, {""id"": 188351, ""name"": ""catastrophe""}, {""id"": 189411, ""name"": ""disaster film""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 213895, ""name"": ""san andreas""}, {""id"": 213896, ""name"": ""san andreas california""}, {""id"": 222529, ""name"": ""rescue operation""}]",en,San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",100.412364,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Flynn Picture Company"", ""id"": 34081}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",,2015,470490832,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","A rescue pilot survived an earthquake, this is what happens next",San Andreas,6,2968,San Andreas 2015 trailer,23VflsU3kZE,https://www.youtube.com/watch?v=23VflsU3kZE,5/27/2015,6305710,19797,1287,2,30,150
18,110000000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.thedivergentseries.movie/#insurgent,262500,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 162988, ""name"": ""dystopic future""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 211389, ""name"": ""divergent""}]",en,Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,103.718387,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""NeoReel"", ""id"": 24097}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,295238201,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",One Choice Can Destroy You,Insurgent,6.2,3829,Insurgent 2015 trailer,IR-l_TSjlEo,https://www.youtube.com/watch?v=IR-l_TSjlEo,3/18/2015,3919996,35861,1238,2,24,144
19,108000000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.foxmovies.com/movies/the-martian,286217,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 839, ""name"": ""mars""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 4003, ""name"": ""botanist""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10160, ""name"": ""engineering""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 156810, ""name"": ""science""}, {""id"": 168603, ""name"": ""deep space explorer""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 196367, ""name"": ""battle for survival""}]",en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",167.93287,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,630161890,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Bring Him Home,The Martian,7.6,7268,The Martian 2015 trailer,ej3ioOneTy8,https://www.youtube.com/watch?v=ej3ioOneTy8,9/30/2015,4618006,18691,542,3,8,188
20,105000000,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.facebook.com/PointBreakMovie,257088,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 4654, ""name"": ""undercover agent""}, {""id"": 12189, ""name"": ""extreme sports""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 209714, ""name"": ""3d""}]",en,Point Break,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",33.507289,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""DMG Entertainment"", ""id"": 10289}, {""name"": ""Ehman Productions"", ""id"": 70993}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",,2015,133718711,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The only law that matters is gravity,Point Break,5.5,783,Point Break 2015 trailer,SQvPRb4HADE,https://www.youtube.com/watch?v=SQvPRb4HADE,12/3/2015,749847,2249,1417,2,33,153
21,100000000,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",http://www.intheheartoftheseamovie.com/,205775,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 270, ""name"": ""ocean""}, {""id"": 658, ""name"": ""sea""}, {""id"": 1899, ""name"": ""hunger""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 4676, ""name"": ""whale""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 33829, ""name"": ""whaling""}, {""id"": 34079, ""name"": ""death""}, {""id"": 41393, ""name"": ""new england""}, {""id"": 179578, ""name"": ""lost at sea""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 187318, ""name"": ""whaling ship""}, {""id"": 188266, ""name"": ""starvation""}, {""id"": 207928, ""name"": ""19th century""}, {""id"": 208048, ""name"": ""cannibalism""}, {""id"": 219785, ""name"": ""reference to moby dick""}, {""id"": 223211, ""name"": ""whale oil""}, {""id"": 223212, ""name"": ""nantucket""}]",en,In the Heart of the Sea,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance. The real-life maritime disaster would inspire Herman Melville‚Äôs Moby Dick.¬† But that told only half the story.¬† ‚ÄúHeart of the Sea‚Äù reveals the encounter‚Äôs harrowing aftermath, as the ship‚Äôs surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.¬† Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.",50.767332,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Spring Creek Productions"", ""id"": 705}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Roth Films"", ""id"": 16314}, {""name"": ""K. JAM Media"", ""id"": 17888}, {""name"": ""Cott Productions"", ""id"": 24175}, {""name"": ""Surf Film"", ""id"": 34401}, {""name"": ""Enelmar Productions, A.I.E."", ""id"": 63571}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,93820758,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Based on the incredible true story that inspired Moby Dick,In the Heart of the Sea,6.5,1276,In the Heart of the Sea 2015 trailer,K-H35Mpj4uk,https://www.youtube.com/watch?v=K-H35Mpj4uk,11/20/2015,670154,1760,38,2,34,154
22,99000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[{""id"": 16, ""name"": ""Animation""}]",http://www.peanutsmovie.com/,227973,"[{""id"": 11825, ""name"": ""based on comic strip""}, {""id"": 18035, ""name"": ""family""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 210469, ""name"": ""charlie brown""}, {""id"": 221015, ""name"": ""snoopy""}]",en,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",34.308098,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,246233113,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The story of an underdog. And his dog.,The Peanuts Movie,6.5,604,The Peanuts Movie 2015 trailer,zQpUQPrAfQM,https://www.youtube.com/watch?v=zQpUQPrAfQM,11/5/2015,1221388,7967,262,2,53,173
23,95000000,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",http://movies.disney.com/cinderella,150689,"[{""id"": 995, ""name"": ""cinderella""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 9920, ""name"": ""royalty""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 158438, ""name"": ""lost shoe""}, {""id"": 173003, ""name"": ""evil stepmother""}, {""id"": 186847, ""name"": ""retelling""}]",en,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",101.187052,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Genre Films"", ""id"": 28788}, {""name"": ""Beagle Pug Films"", ""id"": 46339}, {""name"": ""Allison Shearmur Productions"", ""id"": 47706}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,543514353,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Midnight is just the beginning.,Cinderella,6.7,2374,Cinderella 2015 trailer,20DF6U1HcGQ,https://www.youtube.com/watch?v=20DF6U1HcGQ,3/12/2015,15854390,70446,4228,2,40,160
24,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,258509,"[{""id"": 10986, ""name"": ""chipmunk""}, {""id"": 10987, ""name"": ""cgi""}, {""id"": 11477, ""name"": ""talking animal""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",27.867368,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,233755553,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Fast & furry-ous,Alvin and the Chipmunks: The Road Chip,5.8,428,Alvin and the Chipmunks: The Road Chip 2015 trailer,xA6cOSEZhzM,https://www.youtube.com/watch?v=xA6cOSEZhzM,12/17/2015,529869,5672,2089,2,25,145
25,88000000,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.pixels-movie.com/,257344,"[{""id"": 282, ""name"": ""video game""}, {""id"": 5801, ""name"": ""nerd""}, {""id"": 192962, ""name"": ""alien attack""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 220855, ""name"": ""pixels""}]",en,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,140.849495,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,243637091,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Game On.,Pixels,5.6,2513,Pixels 2015 trailer,XAHprLW48no,https://www.youtube.com/watch?v=XAHprLW48no,7/16/2015,11293454,65615,9402,2,38,158
26,80000000,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,159824,"[{""id"": 272, ""name"": ""transylvania""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 616, ""name"": ""witch""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2904, ""name"": ""mummy""}, {""id"": 3633, ""name"": ""dracula""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 4555, ""name"": ""only child""}, {""id"": 5891, ""name"": ""backpacker""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6737, ""name"": ""frankenstein""}, {""id"": 11155, ""name"": ""wolfman""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14633, ""name"": ""moving out""}, {""id"": 160130, ""name"": ""invisible man""}, {""id"": 224472, ""name"": ""new life""}]",en,Hotel Transylvania 2,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",61.692197,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,2015,473226958,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",They're back to raise a little terror,Hotel Transylvania 2,6.7,1497,Hotel Transylvania 2 2015 trailer,T3nqmGgnJe8,https://www.youtube.com/watch?v=T3nqmGgnJe8,9/21/2015,11611180,27464,990,2,52,172
